# Generated by QuTiP: 100x4 real matrix in exp format [',' separated values].
2.7272727273e+01,9.9306016608e-01,-2.7279285628e-02,-4.2437746443e-02
2.8282828283e+01,9.9240853431e-01,-4.4186109379e-02,4.6866505959e-04
2.9292929293e+01,9.9190666644e-01,-2.0233535554e-02,3.2995107394e-02
3.0303030303e+01,9.9152013989e-01,1.5050992618e-02,3.0377647161e-02
3.1313131313e+01,9.9122244679e-01,2.9544379629e-02,2.9847477496e-03
3.2323232323e+01,9.9099317103e-01,1.5975376308e-02,-2.0525509528e-02
3.3333333333e+01,9.9081658746e-01,-7.7845597777e-03,-2.1410863745e-02
3.4343434343e+01,9.9068058694e-01,-1.9508325728e-02,-4.1983334111e-03
3.5353535354e+01,9.9057584336e-01,-1.2200969770e-02,1.2515592307e-02
3.6363636364e+01,9.9049517347e-01,3.6009357130e-03,1.4880150697e-02
3.7373737374e+01,9.9043303984e-01,1.2715234023e-02,4.2598042883e-03
3.8383838384e+01,9.9038518896e-01,9.0824512427e-03,-7.4479036425e-03
3.9393939394e+01,9.9034833352e-01,-1.2943254863e-03,-1.0206408695e-02
4.0404040404e+01,9.9031994928e-01,-8.1739077421e-03,-3.7938707752e-03
4.1414141414e+01,9.9029808915e-01,-6.6215450505e-03,4.2962103785e-03
4.2424242424e+01,9.9028125104e-01,1.0267820648e-04,6.9129180178e-03
4.3434343434e+01,9.9026828312e-01,5.1757722450e-03,3.1437669213e-03
4.4444444444e+01,9.9025829688e-01,4.7428172510e-03,-2.3750265837e-03
4.5454545455e+01,9.9025060429e-01,4.4735724363e-04,-4.6244347712e-03
4.6464646465e+01,9.9024468009e-01,-3.2219958636e-03,-2.4858378453e-03
4.7474747475e+01,9.9024011834e-01,-3.3447313250e-03,1.2321846102e-03
4.8484848485e+01,9.9023660313e-01,-6.4390081572e-04,3.0550274984e-03
4.9494949495e+01,9.9023389875e-01,1.9662752952e-03,1.9006260714e-03
5.0505050505e+01,9.9023181418e-01,2.3257303194e-03,-5.7328411144e-04
5.1515151515e+01,9.9023020993e-01,6.5803257025e-04,-1.9922349378e-03
5.2525252525e+01,9.9022897424e-01,-1.1713220556e-03,-1.4160761679e-03
5.3535353535e+01,9.9022802167e-01,-1.5960179250e-03,2.0929028697e-04
5.4545454545e+01,9.9022728838e-01,-5.8815121698e-04,1.2813973866e-03
5.5555555556e+01,9.9022672124e-01,6.7657821509e-04,1.0331413501e-03
5.6565656566e+01,9.9022628582e-01,1.0815157779e-03,-2.0658581843e-05
5.7575757576e+01,9.9022594997e-01,4.8842935180e-04,-8.1188207385e-04
5.8585858586e+01,9.9022569360e-01,-3.7474450961e-04,-7.4047533720e-04
5.9595959596e+01,9.9022549385e-01,-7.2382892445e-04,-6.6919798948e-05
6.0606060606e+01,9.9022534249e-01,-3.8678914751e-04,5.0576018427e-04
6.1616161616e+01,9.9022522308e-01,1.9500825126e-04,5.2249250521e-04
6.2626262626e+01,9.9022513380e-01,4.7841259509e-04,9.8713583409e-05
6.3636363636e+01,9.9022506347e-01,2.9606229778e-04,-3.0890328002e-04
6.4646464646e+01,9.9022500877e-01,-9.1240595593e-05,-3.6349909135e-04
6.5656565657e+01,9.9022496763e-01,-3.1213916498e-04,-1.0163085583e-04
6.6666666667e+01,9.9022493569e-01,-2.2077865350e-04,1.8420417881e-04
6.7676767677e+01,9.9022491086e-01,3.3805800126e-05,2.4957133700e-04
6.8686868687e+01,9.9022489356e-01,2.0087622173e-04,9.1169692707e-05
6.9696969697e+01,9.9022487833e-01,1.6119404861e-04,-1.0654288317e-04
7.0707070707e+01,9.9022486807e-01,-3.9508911976e-06,-1.6919850218e-04
7.1717171717e+01,9.9022485834e-01,-1.2735033993e-04,-7.5879368677e-05
7.2727272727e+01,9.9022485125e-01,-1.1560456484e-04,5.9123983394e-05
7.3737373737e+01,9.9022484568e-01,-9.9891702480e-06,1.1329358589e-04
7.4747474747e+01,9.9022484191e-01,7.9387457018e-05,6.0180327092e-05
7.5757575758e+01,9.9022483860e-01,8.1618756624e-05,-3.0857883001e-05
7.6767676768e+01,9.9022483617e-01,1.5126657573e-05,-7.4917266647e-05
7.7777777778e+01,9.9022483258e-01,-4.8527251117e-05,-4.6116163377e-05
7.8787878788e+01,9.9022483365e-01,-5.6811856261e-05,1.4516908061e-05
7.9797979798e+01,9.9022483162e-01,-1.5693580399e-05,4.8904330067e-05
8.0808080808e+01,9.9022483273e-01,2.8967001979e-05,3.4420269021e-05
8.1818181818e+01,9.9022483192e-01,3.9025068118e-05,-5.4550451452e-06
8.2828282828e+01,9.9022483134e-01,1.4130779334e-05,-3.1489356184e-05
8.3838383838e+01,9.9022483223e-01,-1.6776644960e-05,-2.5149363991e-05
8.4848484848e+01,9.9022483070e-01,-2.6469901834e-05,7.3058492003e-07
8.5858585859e+01,9.9022483108e-01,-1.1787338660e-05,1.9975453583e-05
8.6868686869e+01,9.9022482946e-01,9.3272648246e-06,1.8048016746e-05
8.7878787879e+01,9.9022482928e-01,1.7732371341e-05,1.4876044237e-06
8.8888888889e+01,9.9022483018e-01,9.3629637159e-06,-1.2460825336e-05
8.9898989899e+01,9.9022482958e-01,-4.8822118788e-06,-1.2749434728e-05
9.0909090909e+01,9.9022482974e-01,-1.1731487693e-05,-2.3169090872e-06
9.1919191919e+01,9.9022482886e-01,-7.1830141799e-06,7.6231410017e-06
9.2929292929e+01,9.9022482778e-01,2.3090445178e-06,8.8790455498e-06
9.3939393939e+01,9.9022482765e-01,7.6619219351e-06,2.4228948907e-06
9.4949494949e+01,9.9022482748e-01,5.3660913021e-06,-4.5550035935e-06
9.5959595960e+01,9.9022482704e-01,-8.7942035538e-07,-6.1021748378e-06
9.6969696970e+01,9.9022482901e-01,-4.9361644486e-06,-2.1899540300e-06
9.7979797980e+01,9.9022482965e-01,-3.9236809815e-06,2.6415591679e-06
9.8989898990e+01,9.9022482932e-01,1.3189577310e-07,4.1409530558e-06
1.0000000000e+02,9.9022483156e-01,3.1331603983e-06,1.8309541982e-06
