0.000000000000000000e+00	4.978113877691148215e-01	8.347833821251694486e-01	1.003915697050451472e+00	-1.618677183634412486e+00
1.000000014901161194e-01	3.080508602701716447e-01	1.007757191761519788e+00	1.011555725200953271e+00	-1.629861394261389762e+00
2.000000029802322388e-01	1.850626307928103231e-01	1.184305879063605182e+00	9.330276531486073610e-01	-1.666511981365413453e+00
3.000000044703483582e-01	1.365916035707999132e-01	1.348862439061760066e+00	7.752590830823915535e-01	-1.712078357601210410e+00
4.000000059604644775e-01	1.655549834286614008e-01	1.486230909284125046e+00	5.496067509905855353e-01	-1.750824515740535325e+00
5.000000074505805969e-01	2.695009151263821345e-01	1.582463861532646288e+00	2.720489922274753058e-01	-1.769918870142718204e+00
6.000000089406967163e-01	4.397360831722513796e-01	1.625452489568059544e+00	-3.649363078920970366e-02	-1.760801546197003020e+00
7.000000104308128357e-01	6.607391250705938468e-01	1.605708686820522146e+00	-3.504888860915802429e-01	-1.719863224587553585e+00
8.000000119209289551e-01	9.104582391302685762e-01	1.517714388267607184e+00	-6.413615673402787154e-01	-1.648484329371644685e+00
9.000000134110450745e-01	1.161964148639703209e+00	1.361842863195583453e+00	-8.805117635450377955e-01	-1.552467977254271991e+00
1.000000014901161194e+00	1.386653986652023995e+00	1.146286180359619600e+00	-1.043477656279842014e+00	-1.440938061122062797e+00
1.100000016391277313e+00	1.558685606203225715e+00	8.879381258994472059e-01	-1.114381287372832707e+00	-1.324883625089241956e+00
1.200000017881393433e+00	1.659651840611880091e+00	6.111903461818883887e-01	-1.089397045866543401e+00	-1.215628012125402835e+00
1.300000019371509552e+00	1.682062440541074899e+00	3.443120653019378086e-01	-9.779970950593724899e-01	-1.123476837859278765e+00
1.400000020861625671e+00	1.630412063507832743e+00	1.142142151518076992e-01	-8.013078245354826601e-01	-1.056652192168545001e+00
1.500000022351741791e+00	1.519487249284614760e+00	-5.873969423145781327e-02	-5.879015537667456881e-01	-1.020472490620219608e+00
1.600000023841857910e+00	1.370591855253322056e+00	-1.641905602217553495e-01	-3.682640503506101615e-01	-1.016703547233529070e+00
1.700000025331974030e+00	1.206957644724201195e+00	-2.026271844517604503e-01	-1.695218997904908709e-01	-1.043102258581521280e+00
1.800000026822090149e+00	1.049573758163593107e+00	-1.838193507235665325e-01	-1.167438751133232679e-02	-1.093320566404049066e+00
1.900000028312206268e+00	9.142489757625855695e-01	-1.237901642470178309e-01	9.412528855559373908e-02	-1.157404211309608355e+00
2.000000029802322388e+00	8.102243949263047140e-01	-4.141897582675719419e-02	1.453456767028319385e-01	-1.223008206846655455e+00
2.100000031292438507e+00	7.402475174766939281e-01	4.454715841513820496e-02	1.464233304336612640e-01	-1.277187235866179105e+00
2.200000032782554626e+00	7.017437602175630174e-01	1.177303419989649824e-01	1.063674776614573908e-01	-1.308364250308420962e+00
2.300000034272670746e+00	6.885839967814276763e-01	1.655715810117372178e-01	3.630584206042886813e-02	-1.307998854110638876e+00
2.400000035762786865e+00	6.929466099660166467e-01	1.800815722556692033e-01	-5.250199111107114319e-02	-1.271605955955831702e+00
2.500000037252902985e+00	7.068882219936437616e-01	1.579945346731993217e-01	-1.499220151001997015e-01	-1.199016196206848628e+00
2.600000038743019104e+00	7.234171704352402310e-01	1.004224195223108185e-01	-2.474931665717222395e-01	-1.093985777229380618e+00
2.700000040233135223e+00	7.370419414297705307e-01	1.212293838610041183e-02	-3.384759985334879206e-01	-9.633742962304953084e-01
2.800000041723251343e+00	7.438910521408905741e-01	-9.947996561480793032e-02	-4.176667277345548213e-01	-8.161151593819779837e-01
2.900000043213367462e+00	7.415529558373217256e-01	-2.253751989444775783e-01	-4.811801562976368296e-01	-6.621507090963701936e-01
3.000000044703483582e+00	7.287795055004906430e-01	-3.560105553827592750e-01	-5.263012641094737543e-01	-5.114422861105906160e-01
3.100000046193599701e+00	7.051650252760727211e-01	-4.822047439038350536e-01	-5.514199296865425204e-01	-3.731212290160304534e-01
3.200000047683715820e+00	6.708797037867683111e-01	-5.958599513993391161e-01	-5.560205138580743833e-01	-2.548237894186144992e-01
3.300000049173831940e+00	6.265081344353132797e-01	-6.904426661899571993e-01	-5.406898457998481344e-01	-1.622409643586583128e-01
3.400000050663948059e+00	5.730154722469157358e-01	-7.612308639013837253e-01	-5.071139201974506072e-01	-9.890076853196523576e-02
3.500000052154064178e+00	5.118285014086098039e-01	-8.053533231062741660e-01	-4.580410529859695323e-01	-6.617793409888700351e-02
3.600000053644180298e+00	4.449800521329246306e-01	-8.216691480392085412e-01	-3.971932840550429500e-01	-6.349508070676798677e-02
3.700000055134296417e+00	3.752352857810756781e-01	-8.105478185763581589e-01	-3.291109727679591423e-01	-8.864860073734165402e-02
3.800000056624412537e+00	3.061111744875290586e-01	-7.736088043435055406e-01	-2.589211454871032103e-01	-1.381745410098793869e-01
3.900000058114528656e+00	2.417219418902613048e-01	-7.134660730032090781e-01	-1.920291005048840038e-01	-2.076749280843442069e-01
4.000000059604644775e+00	1.864280355618674057e-01	-6.335030544448930767e-01	-1.337436794191967371e-01	-2.920549852159827764e-01
4.100000061094760895e+00	1.443212201625401203e-01	-5.376863911542673069e-01	-8.885777180529381980e-02	-3.856675781576386908e-01
4.200000062584877014e+00	1.186284995680044613e-01	-4.304178064843672269e-01	-6.121617418235241609e-02	-4.824068901671374476e-01
4.300000064074993134e+00	1.111500635794432090e-01	-3.164217869426896868e-01	-5.331228538906999936e-02	-5.758223355065026361e-01
4.400000065565109253e+00	1.218526979280134259e-01	-2.006658302758532464e-01	-6.596169806004605063e-02	-6.593257286992157962e-01
4.500000067055225372e+00	1.487164490559167163e-01	-8.830245182181310770e-02	-9.810176129966056979e-02	-7.265386515316305527e-01
4.600000068545341492e+00	1.878816704778595859e-01	1.539363462658878065e-02	-1.467591136389642670e-01	-7.717804056300837656e-01
4.700000070035457611e+00	2.340768214578700657e-01	1.051366371688261525e-01	-2.072114329376518738e-01	-7.906430092855719627e-01
4.800000071525573730e+00	2.812424811783922340e-01	1.758379221961586525e-01	-2.733467054225476311e-01	-7.805530656712463822e-01
4.900000073015689850e+00	3.232236858500126542e-01	2.229437109685400153e-01	-3.381953326932019555e-01	-7.411941753480454365e-01
5.000000074505805969e+00	3.543945477746286432e-01	2.428961822304916696e-01	-3.945796454250193319e-01	-6.746677403373672055e-01
5.100000075995922089e+00	3.701077957604642643e-01	2.336636730811709195e-01	-4.357964267214649579e-01	-5.853092210766509540e-01
5.200000077486038208e+00	3.669166263942705841e-01	1.952465162039824786e-01	-4.562304258187462880e-01	-4.791476973712236465e-01
5.300000078976154327e+00	3.425793422678587441e-01	1.300512996614484607e-01	-4.518032325157365636e-01	-3.630842910358674236e-01
5.400000080466270447e+00	2.959114093853682514e-01	4.304334087663286290e-02	-4.201994853750662395e-01	-2.439447537884980866e-01
5.500000081956386566e+00	2.265829144420837271e-01	-5.837323654376708193e-02	-3.608734867018827952e-01	-1.276060822138141426e-01
5.600000083446502686e+00	1.349660944406984309e-01	-1.647533912693850133e-01	-2.749005510577207656e-01	-1.838888846486901388e-02
5.700000084936618805e+00	2.211619598045682158e-02	-2.652589613979903782e-01	-1.647712789561209812e-01	8.115276183442630964e-02
5.800000086426734924e+00	-1.100783673782454730e-01	-3.485138007145465178e-01	-3.421775800882868868e-02	1.700063355433152346e-01
5.900000087916851044e+00	-2.586066441119240777e-01	-4.036230003516509401e-01	1.118864280566246594e-01	2.481059332496541592e-01
6.000000089406967163e+00	-4.190078953697877195e-01	-4.213106431305225774e-01	2.675734140710167019e-01	3.155236613293262993e-01
6.100000090897083282e+00	-5.851640827769218900e-01	-3.951089358259505246e-01	4.258481911528183561e-01	3.716686107294596697e-01
6.200000092387199402e+00	-7.493866734062677448e-01	-3.224813297589887995e-01	5.788688063734043210e-01	4.147431163900259787e-01
6.300000093877315521e+00	-9.029280903372842726e-01	-2.056929737728039331e-01	7.183151732418885382e-01	4.416813451181112460e-01
6.400000095367431641e+00	-1.036935590995340162e+00	-5.218750988997016005e-02	8.359724600935126704e-01	4.486985386764193451e-01
