0.000000000000000000e+00	0.000000000000000000e+00
9.999999776482582092e-03	0.000000000000000000e+00
1.999999955296516418e-02	0.000000000000000000e+00
2.999999932944774628e-02	0.000000000000000000e+00
3.999999910593032837e-02	0.000000000000000000e+00
4.999999888241291046e-02	0.000000000000000000e+00
5.999999865889549255e-02	0.000000000000000000e+00
6.999999843537807465e-02	0.000000000000000000e+00
7.999999821186065674e-02	0.000000000000000000e+00
8.999999798834323883e-02	0.000000000000000000e+00
9.999999776482582092e-02	0.000000000000000000e+00
1.099999975413084030e-01	0.000000000000000000e+00
1.199999973177909851e-01	0.000000000000000000e+00
1.299999970942735672e-01	0.000000000000000000e+00
1.399999968707561493e-01	0.000000000000000000e+00
1.499999966472387314e-01	0.000000000000000000e+00
1.599999964237213135e-01	0.000000000000000000e+00
1.699999962002038956e-01	0.000000000000000000e+00
1.799999959766864777e-01	0.000000000000000000e+00
1.899999957531690598e-01	0.000000000000000000e+00
1.999999955296516418e-01	0.000000000000000000e+00
2.099999953061342239e-01	0.000000000000000000e+00
2.199999950826168060e-01	0.000000000000000000e+00
2.299999948590993881e-01	0.000000000000000000e+00
2.399999946355819702e-01	0.000000000000000000e+00
2.499999944120645523e-01	0.000000000000000000e+00
2.599999941885471344e-01	0.000000000000000000e+00
2.699999939650297165e-01	0.000000000000000000e+00
2.799999937415122986e-01	0.000000000000000000e+00
2.899999935179948807e-01	0.000000000000000000e+00
2.999999932944774628e-01	0.000000000000000000e+00
3.099999930709600449e-01	0.000000000000000000e+00
3.199999928474426270e-01	0.000000000000000000e+00
3.299999926239252090e-01	0.000000000000000000e+00
3.399999924004077911e-01	0.000000000000000000e+00
3.499999921768903732e-01	0.000000000000000000e+00
3.599999919533729553e-01	0.000000000000000000e+00
3.699999917298555374e-01	0.000000000000000000e+00
3.799999915063381195e-01	0.000000000000000000e+00
3.899999912828207016e-01	0.000000000000000000e+00
3.999999910593032837e-01	0.000000000000000000e+00
4.099999908357858658e-01	0.000000000000000000e+00
4.199999906122684479e-01	0.000000000000000000e+00
4.299999903887510300e-01	0.000000000000000000e+00
4.399999901652336121e-01	0.000000000000000000e+00
4.499999899417161942e-01	0.000000000000000000e+00
4.599999897181987762e-01	0.000000000000000000e+00
4.699999894946813583e-01	0.000000000000000000e+00
4.799999892711639404e-01	0.000000000000000000e+00
4.899999890476465225e-01	0.000000000000000000e+00
4.999999888241291046e-01	0.000000000000000000e+00
5.099999886006116867e-01	0.000000000000000000e+00
5.199999883770942688e-01	0.000000000000000000e+00
5.299999881535768509e-01	0.000000000000000000e+00
5.399999879300594330e-01	0.000000000000000000e+00
5.499999877065420151e-01	0.000000000000000000e+00
5.599999874830245972e-01	0.000000000000000000e+00
5.699999872595071793e-01	0.000000000000000000e+00
5.799999870359897614e-01	0.000000000000000000e+00
5.899999868124723434e-01	0.000000000000000000e+00
5.999999865889549255e-01	0.000000000000000000e+00
6.099999863654375076e-01	0.000000000000000000e+00
6.199999861419200897e-01	0.000000000000000000e+00
6.299999859184026718e-01	0.000000000000000000e+00
6.399999856948852539e-01	0.000000000000000000e+00
6.499999854713678360e-01	0.000000000000000000e+00
6.599999852478504181e-01	0.000000000000000000e+00
6.699999850243330002e-01	0.000000000000000000e+00
6.799999848008155823e-01	0.000000000000000000e+00
6.899999845772981644e-01	0.000000000000000000e+00
6.999999843537807465e-01	0.000000000000000000e+00
