0.000000000000000000e+00	-1.006152586279766697e-01	-1.018592766287454293e-01
9.999999776482582092e-03	-2.716951012381867425e-01	-3.309065830546381037e-01
1.999999955296516418e-02	-7.313418957334769654e-01	-2.234531790057817102e-01
2.999999932944774628e-02	-3.780416421581084818e-01	-1.076947494455437887e-01
3.999999910593032837e-02	-2.976389274995512868e-01	-1.619077993630391177e+00
4.999999888241291046e-02	-8.867215976501948704e-01	-2.257658212546529153e-01
5.999999865889549255e-02	-5.908342401039845537e-01	3.146733720979618121e-01
6.999999843537807465e-02	-9.617775778610644366e-01	-1.049701490412483951e+00
7.999999821186065674e-02	-1.154237912775404773e+00	-1.111507593664516902e+00
8.999999798834323883e-02	-2.976030375675310369e-01	-2.595522062294722820e-01
9.999999776482582092e-02	4.682056603643447446e-02	-1.026544928254950806e+00
1.099999975413084030e-01	-8.245614884916576681e-01	-6.016917850854234251e-01
1.199999973177909851e-01	-6.575418137744279967e-01	-1.037336804887739605e+00
1.299999970942735672e-01	2.901674989258905546e-01	-7.709461248255818078e-02
1.399999968707561493e-01	-1.497478073581017144e+00	-3.732260725855561789e-01
1.499999966472387314e-01	-8.561853573615987312e-01	4.822063070661311013e-01
1.599999964237213135e-01	-1.391183974551523095e-01	-8.043493735154025881e-01
1.699999962002038956e-01	-3.407758711961379749e-02	-1.290685901273712632e-01
1.799999959766864777e-01	-1.480274042881668528e+00	1.355396836765831725e-01
1.899999957531690598e-01	2.079772337642171731e-01	-1.047165759298796184e+00
1.999999955296516418e-01	-1.053368934903249121e+00	-1.099927415778819029e+00
2.099999953061342239e-01	-8.350636112696011581e-01	2.354970242013496862e-01
2.199999950826168060e-01	-7.923799254556953553e-01	-1.006286326603916814e+00
2.299999948590993881e-01	-1.114003755822528419e+00	-1.046810898500779019e-01
2.399999946355819702e-01	-7.526506040950387000e-01	9.791887198202116060e-01
2.499999944120645523e-01	-1.002442858595075759e+00	-5.183025608175660937e-01
2.599999941885471344e-01	1.349011889837941902e-01	4.736124204509297719e-01
2.699999939650297165e-01	-1.028113662705838260e+00	6.662653081501346275e-01
2.799999937415122986e-01	-8.615640560572789264e-01	-2.604406278338732839e-01
2.899999935179948807e-01	1.156823876554854552e-01	5.673528484559697826e-01
2.999999932944774628e-01	-1.567017923499477716e-01	-3.332104969566124925e-02
3.099999930709600449e-01	-1.380649961115794744e+00	-6.705894308549714689e-01
3.199999928474426270e-01	9.483377895012230774e-02	-5.003577900804440093e-01
3.299999926239252090e-01	-8.444778688822074386e-01	6.047940157492206481e-01
3.399999924004077911e-01	-8.506149699976062184e-01	-2.869172388383621763e-01
3.499999921768903732e-01	7.837100899254956232e-02	9.968185689718023212e-01
3.599999919533729553e-01	-6.853585949371244768e-01	8.260096087605460768e-01
3.699999917298555374e-01	-1.190839709537612201e+00	3.699980023758894232e-01
3.799999915063381195e-01	-1.093893298980512574e+00	2.432323712839825347e-01
3.899999912828207016e-01	-6.379010715296754563e-01	1.495254413276067229e+00
3.999999910593032837e-01	-1.152196214020219517e-01	-3.044936328859115804e-01
4.099999908357858658e-01	6.425053402668539082e-01	9.543963586551545975e-01
4.199999906122684479e-01	-1.558868058521946653e-01	1.442021797559718710e+00
4.299999903887510300e-01	-7.331564633410468934e-01	2.927494577083296634e-01
4.399999901652336121e-01	-5.119214087764140109e-01	1.278704305557702536e+00
4.499999899417161942e-01	2.610134390192300202e-01	8.214003072398086136e-01
4.599999897181987762e-01	3.320560104267386570e-03	-9.889202562009065389e-02
4.699999894946813583e-01	-5.570065883055927980e-01	1.281123188888804609e+00
4.799999892711639404e-01	-3.748749751397484897e-01	1.495933901781179021e+00
4.899999890476465225e-01	6.180592120621114516e-01	1.637438730215384775e-02
4.999999888241291046e-01	5.063404344054863726e-01	1.873431601175815420e+00
5.099999886006116867e-01	5.992503138515263839e-01	7.413265337147634942e-03
5.199999883770942688e-01	-3.529345247124928697e-01	1.764316018365248012e-02
5.299999881535768509e-01	3.074154624950894421e-01	1.287285946675359671e+00
5.399999879300594330e-01	-5.505452416090240719e-01	1.469813032653136467e-02
5.499999877065420151e-01	5.011978993114083458e-01	1.303526937182217516e-01
5.599999874830245972e-01	-6.771777284019566689e-01	1.267668835286924756e+00
5.699999872595071793e-01	-5.465538319940628498e-02	2.050285785184211285e-01
5.799999870359897614e-01	-3.832199195195246100e-01	1.944816792225723123e+00
5.899999868124723434e-01	-1.250268010156397047e-01	1.086234305598041683e+00
5.999999865889549255e-01	6.672220277837914715e-01	1.946627440622225924e+00
6.099999863654375076e-01	6.367011572389055241e-01	2.263779940421612569e+00
6.199999861419200897e-01	-8.140931237628296069e-02	2.095510970991211863e+00
6.299999859184026718e-01	-4.307646692372900654e-01	6.996125169585870607e-01
6.399999856948852539e-01	4.537578175995812813e-01	1.303984131541115365e+00
6.499999854713678360e-01	1.359595146945579147e+00	7.800076861446604282e-01
6.599999852478504181e-01	5.735642089136916422e-01	1.212717853782172117e+00
6.699999850243330002e-01	7.449401157912981519e-01	8.489090589898615757e-01
6.799999848008155823e-01	9.692238425441384031e-01	1.764989110437584774e+00
6.899999845772981644e-01	1.199067989167563741e+00	7.563448463037251157e-01
6.999999843537807465e-01	1.433898706398133438e+00	6.992595149682258038e-01
7.099999841302633286e-01	9.257641252031142409e-01	2.301081339477625498e+00
7.199999839067459106e-01	-1.260330113025665867e-02	1.881567802438229187e+00
7.299999836832284927e-01	-3.429385050283123570e-02	1.554698145796457043e+00
7.399999834597110748e-01	1.252935302492276026e+00	2.093294467140204507e+00
7.499999832361936569e-01	7.924667552564591544e-01	1.151245865349364461e+00
7.599999830126762390e-01	8.497515343274640864e-01	2.439538002349932455e+00
7.699999827891588211e-01	1.649020289985544174e+00	1.470671583660086990e+00
7.799999825656414032e-01	2.776585021787420504e-01	1.481767972272034939e+00
7.899999823421239853e-01	9.959682565455697523e-01	9.892704366349880374e-01
7.999999821186065674e-01	1.722593368891763177e+00	2.773667435491562028e+00
8.099999818950891495e-01	5.622392782854443993e-01	1.618656655011808221e+00
8.199999816715717316e-01	5.354899755356449242e-01	1.500677476024501633e+00
8.299999814480543137e-01	7.640351225570092275e-01	2.215675488879040422e+00
8.399999812245368958e-01	1.834404102256960822e+00	2.822616719236887395e+00
8.499999810010194778e-01	1.626379862691647027e+00	2.730207667336315591e+00
8.599999807775020599e-01	5.113709927371811181e-01	2.908076303791478967e+00
8.699999805539846420e-01	8.408170051195977823e-01	2.601783947256076868e+00
8.799999803304672241e-01	1.484351464130061915e+00	2.162053885504076067e+00
8.899999801069498062e-01	1.530890223209911527e+00	1.707683019190556761e+00
8.999999798834323883e-01	1.212034955213142862e+00	2.041982001815244363e+00
9.099999796599149704e-01	1.111725039510758295e+00	1.944285285599555158e+00
9.199999794363975525e-01	7.462552821486295729e-01	2.401603551843583872e+00
9.299999792128801346e-01	3.455041327053510192e-01	2.457935956685064038e+00
9.399999789893627167e-01	1.376383235425003404e+00	2.754528447747648823e+00
9.499999787658452988e-01	7.760706090660727252e-01	1.265961297725262780e+00
9.599999785423278809e-01	9.791492496097707887e-01	1.661832985633245219e+00
9.699999783188104630e-01	1.401292021543936395e+00	1.203713209848592314e+00
9.799999780952930450e-01	9.119704582743020094e-01	2.766066467686425945e+00
9.899999778717756271e-01	1.438926515316446553e+00	1.199592467739176715e+00
9.999999776482582092e-01	1.654430574159997835e+00	1.288986316377952024e+00
1.009999977424740791e+00	1.168708886328759577e+00	1.001089407437220968e+00
1.019999977201223373e+00	1.952523740600890179e+00	9.953813231573187537e-01
1.029999976977705956e+00	1.603492773099203239e+00	2.026445416683493761e+00
1.039999976754188538e+00	1.506054420086060830e+00	1.487897136094784134e+00
1.049999976530671120e+00	2.096422419497386613e+00	7.970338728537745832e-01
1.059999976307153702e+00	1.316622196259564781e+00	1.919695571399553158e+00
1.069999976083636284e+00	1.536360791337229026e+00	1.406420827998392964e+00
1.079999975860118866e+00	1.377211433701015508e+00	1.929867752313940477e+00
1.089999975636601448e+00	1.696496795896028420e+00	1.735016025554821928e+00
1.099999975413084030e+00	6.445547426822556547e-01	2.204881940422925179e+00
1.109999975189566612e+00	1.987572311998729413e+00	8.307927652674831354e-01
1.119999974966049194e+00	7.346623612282250360e-01	1.012460823673405175e+00
1.129999974742531776e+00	8.543799682360967429e-01	2.482629766207925748e+00
1.139999974519014359e+00	1.956934720805221017e+00	2.003230732837212091e+00
1.149999974295496941e+00	4.487634292239152667e-01	1.566401574373958994e+00
1.159999974071979523e+00	1.436614013947717483e+00	1.276839759586297696e+00
1.169999973848462105e+00	1.478892590483093850e+00	1.666951191768845764e+00
1.179999973624944687e+00	7.978255435432904941e-01	1.791049278508140441e+00
1.189999973401427269e+00	1.157837487663694764e+00	5.589659517874164818e-01
1.199999973177909851e+00	8.196370991792805150e-01	6.344703528148019078e-01
1.209999972954392433e+00	1.136573316772502729e+00	1.360247136406439239e+00
1.219999972730875015e+00	1.591956394213033033e+00	2.004780551320690662e+00
1.229999972507357597e+00	1.112802488920959121e+00	2.076200101013287114e+00
1.239999972283840179e+00	1.523612645425787671e+00	1.409861517975182776e+00
1.249999972060322762e+00	1.165766561614508534e+00	1.142047609604926350e+00
1.259999971836805344e+00	1.621015460389817475e+00	2.103655923974450559e+00
1.269999971613287926e+00	1.338857345829116197e+00	1.943662395970822798e+00
1.279999971389770508e+00	9.809843330683554186e-01	1.797048079492869155e+00
1.289999971166253090e+00	1.601766329922011733e+00	1.748782470825558599e+00
1.299999970942735672e+00	4.061393312456921395e-02	1.110288098908647436e+00
1.309999970719218254e+00	2.269670647892586268e-01	1.324197761076395530e+00
1.319999970495700836e+00	7.974191507939286661e-01	2.095861730080711638e+00
1.329999970272183418e+00	1.696603880563321898e+00	9.815633281017148715e-01
1.339999970048666000e+00	4.982673798680060107e-01	2.128416747997782466e+00
1.349999969825148582e+00	1.120335801080709848e+00	1.895635488101833355e+00
1.359999969601631165e+00	8.015330338713241298e-01	2.738780747793383430e-01
1.369999969378113747e+00	1.148850639572111254e-01	7.792303859876545946e-01
1.379999969154596329e+00	1.238906271354182520e+00	1.366846438255601148e+00
1.389999968931078911e+00	1.109664897230369318e+00	5.875795788955145982e-01
1.399999968707561493e+00	9.681845320400153110e-01	9.173643975791536676e-01
1.409999968484044075e+00	-2.520678982077041441e-01	2.799577141721805162e-01
1.419999968260526657e+00	1.554092997783432351e+00	8.611916891974913391e-01
1.429999968037009239e+00	1.359813698325506470e+00	1.614645366585016451e+00
